orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,Product,Sales,CustomerNumber,CustomerName,CustomerCountry,CustomerCity,customer_order_status,cust_fname,cust_lname,cust_state,product_vender,order_date,Revenue
10252,S32_2206,36,36.21,6,1982 Ducati 996 R,"1,303.56",406,Auto Canal+ Petit,France,Paris,Shipped,Dominique,Perrier,NULL,Gearbox Collectibles,26-May-04,6303.56
10253,S18_3232,40,145.63,6,1992 Ferrari 360 Spider red,"5,825.20",201,"UK Collectables, Ltd.",UK,Liverpool,Cancelled,Elizabeth,Devon,NULL,Unimax Art Galleries,1-Jun-04,10825.2
10254,S18_4409,34,80.99,6,1932 Alfa Romeo 8C2300 Spider Sport,"2,753.66",323,"Down Under Souveniers, Inc",New Zealand,Auckland,Shipped,Mike,Graham,NULL,Exoto Designs,3-Jun-04,7753.66
10258,S10_1949,32,177.87,6,1952 Alpine Renault 1300,"5,691.84",398,"Tokyo Collectables, Ltd",Japan,Minato-ku,Shipped,Akiko,Shimamura,Tokyo,Classic Metal Creations,15-Jun-04,10691.84
10259,S32_2509,40,45.99,6,1954 Greyhound Scenicruiser,"1,839.60",166,Handji Gifts& Co,Singapore,Singapore,Shipped,Wendy,Victorino,NULL,Classic Metal Creations,15-Jun-04,6839.6
10260,S12_3148,30,140.5,6,1969 Corvair Monza,"4,215.00",357,GiftsForHim.com,New Zealand,Auckland,Cancelled,Wales,MacKinlay,NULL,Welly Diecast Productions,16-Jun-04,9215
10261,S700_3962,50,88.39,6,The Queen Mary,"4,419.50",233,Québec Home Shopping Network,Canada,Montréal,Shipped,Jean,Fresnière,Québec,Welly Diecast Productions,17-Jun-04,9419.5
10262,S700_2466,33,81.77,6,America West Airlines B757-200,"2,698.41",141,Euro+ Shopping Channel,Spain,Madrid,Cancelled,Diego,Freyre,NULL,Motor City Art Classics,24-Jun-04,7698.41
10263,S18_2625,34,50.27,6,1936 Harley Davidson El Knucklehead,"1,709.18",175,Gift Depot Inc.,USA,Bridgewater,Shipped,Julie,King,CT,Welly Diecast Productions,28-Jun-04,6709.18
10264,S24_2360,37,61.64,6,1982 Ducati 900 Monster,"2,280.68",362,Gifts4AllAges.com,USA,Boston,Shipped,Juri,Yoshido,MA,Highway 66 Mini Classics,30-Jun-04,7280.68
10266,S18_1129,21,131.63,6,1993 Mazda RX-7,"2,764.23",386,L'ordine Souveniers,Italy,Reggio Emilia,Shipped,Maurizio,Moroni,NULL,Highway 66 Mini Classics,6-Jul-04,7764.23
10267,S24_3432,43,98.51,6,2002 Chevy Corvette,"4,235.93",151,Muscle Machine Inc,USA,NYC,Shipped,Jeff,Young,NY,Gearbox Collectibles,7-Jul-04,9235.93
10268,S24_1937,33,31.86,6,1939 Chevrolet Deluxe Coupe,"1,051.38",412,"Extreme Desk Decorations, Ltd",New Zealand,Wellington,Shipped,Sarah,McRoy,NULL,Motor City Art Classics,12-Jul-04,6051.38
10270,S12_1666,28,135.3,6,1958 Setra Bus,"3,788.40",282,Souveniers And Things Co.,Australia,Chatswood,Shipped,Adrian,Huxley,NSW,Welly Diecast Productions,19-Jul-04,8788.4
10271,S24_2840,38,28.64,6,1958 Chevy Corvette Limited Edition,"1,088.32",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Carousel DieCast Legends,20-Jul-04,6088.32
10272,S32_3207,45,56.55,6,1950's Chicago Surface Lines Streetcar,"2,544.75",157,Diecast Classics Inc.,USA,Allentown,Shipped,Kelvin,Leong,PA,Gearbox Collectibles,20-Jul-04,7544.75
10273,S24_3151,27,84.08,6,1912 Ford Model T Delivery Wagon,"2,270.16",314,Petit Auto,Belgium,Bruxelles,Shipped,Catherine,Dewey,NULL,Min Lin Diecast,21-Jul-04,7270.16
10275,S24_2000,30,61.7,6,1960 BSA Gold Star DBD34,"1,851.00",119,La Rochelle Gifts,France,Nantes,Shipped,Janine,Labrune,NULL,Highway 66 Mini Classics,23-Jul-04,6851
10276,S18_3278,38,78,6,1969 Dodge Super Bee,"2,964.00",204,Online Mini Collectables,USA,Brickhaven,Shipped,Miguel,Barajas,MA,Min Lin Diecast,2-Aug-04,7964
10278,S18_1129,34,114.65,6,1993 Mazda RX-7,"3,898.10",112,Signal Gift Stores,USA,Las Vegas,Shipped,Jean,King,NV,Highway 66 Mini Classics,6-Aug-04,8898.1
10279,S24_3432,48,95.3,6,2002 Chevy Corvette,"4,574.40",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Gearbox Collectibles,9-Aug-04,9574.4
10280,S24_4258,21,79.86,6,1936 Chrysler Airflow,"1,677.06",249,Amica Models & Co.,Italy,Torino,Shipped,Paolo,Accorti,NULL,Second Gear Diecast,17-Aug-04,6677.06
10281,S24_2300,25,112.46,6,1962 Volkswagen Microbus,"2,811.50",157,Diecast Classics Inc.,USA,Allentown,Shipped,Kelvin,Leong,PA,Autoart Studio Design,19-Aug-04,7811.5
10282,S12_3148,27,142.02,6,1969 Corvair Monza,"3,834.54",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Welly Diecast Productions,20-Aug-04,8834.54
10283,S10_4757,25,130.56,6,1972 Alfa Romeo GTA,"3,264.00",260,"Royal Canadian Collectables, Ltd.",Canada,Tsawassen,Shipped,Elizabeth,Lincoln,BC,Motor City Art Classics,20-Aug-04,8264
10284,S700_1691,24,87.69,6,American Airlines: B767-300,"2,104.56",299,"Norway Gifts By Mail, Co.",Norway,Oslo,Shipped,Jan,Klaeboe,NULL,Min Lin Diecast,21-Aug-04,7104.56
10285,S10_1678,36,95.7,6,1969 Harley Davidson Ultimate Chopper,"3,445.20",286,Marta's Replicas Co.,USA,Cambridge,Shipped,Marta,Hernandez,MA,Min Lin Diecast,27-Aug-04,8445.2
10287,S24_2972,36,31.34,6,1982 Lamborghini Diablo,"1,128.24",298,"Vida Sport, Ltd",Switzerland,Genève,Shipped,Mihael,Holz,NULL,Second Gear Diecast,30-Aug-04,6128.24
10288,S18_4409,35,90.19,6,1932 Alfa Romeo 8C2300 Spider Sport,"3,156.65",166,Handji Gifts& Co,Singapore,Singapore,Shipped,Wendy,Victorino,NULL,Exoto Designs,1-Sep-04,8156.65
10291,S700_2824,28,86.99,6,1982 Camaro Z28,"2,435.72",448,Scandinavian Gift Ideas,Sweden,Bräcke,Shipped,Martha,Larsson,NULL,Carousel DieCast Legends,8-Sep-04,7435.72
10292,S50_1392,41,113.44,6,Diamond T620 Semi-Skirted Tanker,"4,651.04",131,Land of Toys Inc.,USA,NYC,Shipped,Kwai,Lee,NY,Highway 66 Mini Classics,8-Sep-04,9651.04
10293,S18_3259,22,91.76,6,Collectable Wooden Train,"2,018.72",249,Amica Models & Co.,Italy,Torino,Shipped,Paolo,Accorti,NULL,Carousel DieCast Legends,9-Sep-04,7018.72
10296,S24_3949,32,63.46,6,Corsair F4U ( Bird Cage),"2,030.72",415,"Bavarian Collectables Imports, Co.",Germany,Munich,Shipped,Michael,Donnermeyer,NULL,Second Gear Diecast,15-Sep-04,7030.72
10297,S24_1785,32,107.23,6,1928 British Royal Navy Airplane,"3,431.36",189,"Clover Collections, Co.",Ireland,Dublin,Shipped,Dean,Cassidy,NULL,Classic Metal Creations,16-Sep-04,8431.36
10299,S24_2360,33,58.87,6,1982 Ducati 900 Monster,"1,942.71",186,"Toys of Finland, Co.",Finland,Helsinki,Shipped,Matti,Karttunen,NULL,Highway 66 Mini Classics,30-Sep-04,6942.71
10300,S12_3990,22,76.61,6,1970 Plymouth Hemi Cuda,"1,685.42",128,"Blauer See Auto, Co.",Germany,Frankfurt,Shipped,Roland,Keitel,NULL,Studio M Art Models,4-Oct-03,6685.42
10301,S18_3685,39,137.04,6,1948 Porsche Type 356 Roadster,"5,344.56",299,"Norway Gifts By Mail, Co.",Norway,Oslo,Shipped,Jan,Klaeboe,NULL,Gearbox Collectibles,5-Oct-03,10344.56
10302,S24_3191,48,74.48,6,1969 Chevrolet Camaro Z28,"3,575.04",201,"UK Collectables, Ltd.",UK,Liverpool,Shipped,Elizabeth,Devon,NULL,Exoto Designs,6-Oct-03,8575.04
10304,S10_1949,47,201.44,6,1952 Alpine Renault 1300,"9,467.68",256,Auto Associés & Cie.,France,Versailles,Shipped,Daniel,Tonini,NULL,Classic Metal Creations,11-Oct-04,14467.68
10305,S24_2840,48,30.76,6,1958 Chevy Corvette Limited Edition,"1,476.48",286,Marta's Replicas Co.,USA,Cambridge,Shipped,Marta,Hernandez,MA,Carousel DieCast Legends,13-Oct-04,6476.48
10306,S72_3212,35,48.05,6,Pont Yacht,"1,681.75",187,"AV Stores, Co.",UK,Manchester,Shipped,Rachel,Ashworth,NULL,Unimax Art Galleries,14-Oct-04,6681.75
10307,S18_3856,48,92.11,6,1941 Chevrolet Special Deluxe Cabriolet,"4,421.28",339,"Classic Gift Ideas, Inc",USA,Philadelphia,Shipped,Francisca,Cervantes,PA,Exoto Designs,14-Oct-04,9421.28
10308,S700_2834,31,100.85,6,ATA: B757-300,"3,126.35",319,Mini Classics,USA,White Plains,Shipped,Steve,Frick,NY,Highway 66 Mini Classics,15-Oct-04,8126.35
10309,S24_1578,21,96.92,6,1997 BMW R 1100 S,"2,035.32",121,Baane Mini Imports,Norway,Stavern,Shipped,Jonas,Bergulfsen,NULL,Autoart Studio Design,15-Oct-04,7035.32
10310,S18_1889,20,66.99,6,1948 Porsche 356-A Roadster,"1,339.80",259,"Toms Spezialitäten, Ltd",Germany,Köln,Shipped,Henriette,Pfalzheim,NULL,Gearbox Collectibles,16-Oct-04,6339.8
10311,S24_1046,26,70.55,6,1970 Chevy Chevelle SS 454,"1,834.30",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Unimax Art Galleries,16-Oct-04,6834.3
10312,S18_2957,35,54.34,6,1934 Ford V8 Coupe,"1,901.90",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Min Lin Diecast,21-Oct-04,6901.9
10313,S32_1268,27,96.31,6,1980’s GM Manhattan Express,"2,600.37",202,Canadian Gift Exchange Network,Canada,Vancouver,Shipped,Yoshi,Tamuri,BC,Motor City Art Classics,22-Oct-04,7600.37
10314,S12_3148,46,125.4,6,1969 Corvair Monza,"5,768.40",227,Heintze Collectables,Denmark,Århus,Shipped,Palle,Ibsen,NULL,Welly Diecast Productions,22-Oct-04,10768.4
10315,S24_2011,35,111.83,6,18th century schooner,"3,914.05",119,La Rochelle Gifts,France,Nantes,Shipped,Janine,Labrune,NULL,Carousel DieCast Legends,29-Oct-04,8914.05
10316,S700_2466,23,85.76,6,America West Airlines B757-200,"1,972.48",240,giftsbymail.co.uk,UK,Cowes,Shipped,Helen,Bennett,Isle of Wight,Motor City Art Classics,1-Nov-04,6972.48
10318,S24_2000,26,60.94,6,1960 BSA Gold Star DBD34,"1,584.44",157,Diecast Classics Inc.,USA,Allentown,Shipped,Kelvin,Leong,PA,Highway 66 Mini Classics,2-Nov-04,6584.44
10319,S50_4713,45,79.73,6,2002 Yamaha YZR M1,"3,587.85",456,Microscale Inc.,USA,NYC,Shipped,Yu,Choi,NY,Autoart Studio Design,3-Nov-04,8587.85
10321,S18_1589,44,120.71,6,1965 Aston Martin DB5,"5,311.24",462,FunGiftIdeas.com,USA,New Bedford,Shipped,Violeta,Benitez,MA,Classic Metal Creations,4-Nov-04,10311.24
10322,S18_2325,50,120.77,6,1932 Model A Ford J-Coupe,"6,038.50",363,Online Diecast Creations Co.,USA,Nashua,Shipped,Dorothy,Young,NH,Autoart Studio Design,4-Nov-04,11038.5
10324,S18_4668,38,49.81,6,1939 Cadillac Limousine,"1,892.78",181,Vitachrome Inc.,USA,NYC,Shipped,Michael,Frick,NY,Studio M Art Models,5-Nov-04,6892.78
10325,S10_4757,47,111.52,6,1972 Alfa Romeo GTA,"5,241.44",121,Baane Mini Imports,Norway,Stavern,Shipped,Jonas,Bergulfsen,NULL,Motor City Art Classics,5-Nov-04,10241.44
10326,S18_3259,32,94.79,6,Collectable Wooden Train,"3,033.28",144,"Volvo Model Replicas, Co",Sweden,Luleå,Shipped,Christina,Berglund,NULL,Carousel DieCast Legends,9-Nov-04,8033.28
10327,S18_1662,25,154.54,6,1980s Black Hawk Helicopter,"3,863.50",145,Danish Wholesale Imports,Denmark,Kobenhavn,Resolved,Jytte,Petersen,NULL,Red Start Diecast,10-Nov-04,8863.5
10328,S18_3856,34,104.81,6,1941 Chevrolet Special Deluxe Cabriolet,"3,563.54",278,Rovelli Gifts,Italy,Bergamo,Shipped,Giovanni,Rovelli,NULL,Exoto Designs,12-Nov-04,8563.54
10329,S12_2823,24,128.03,6,2002 Suzuki XREO,"3,072.72",131,Land of Toys Inc.,USA,NYC,Shipped,Kwai,Lee,NY,Unimax Art Galleries,15-Nov-04,8072.72
10331,S18_1129,46,120.31,6,1993 Mazda RX-7,"5,534.26",486,Motor Mint Distributors Inc.,USA,Philadelphia,Shipped,Rosa,Salazar,PA,Highway 66 Mini Classics,17-Nov-04,10534.26
10332,S24_1937,45,29.87,6,1939 Chevrolet Deluxe Coupe,"1,344.15",187,"AV Stores, Co.",UK,Manchester,Shipped,Rachel,Ashworth,NULL,Motor City Art Classics,17-Nov-04,6344.15
10333,S12_1666,33,121.64,6,1958 Setra Bus,"4,014.12",129,Mini Wheels Co.,USA,San Francisco,Shipped,Julie,Murphy,CA,Welly Diecast Productions,18-Nov-04,9014.12
10334,S18_2319,46,108,6,1964 Mercedes Tour Bus,"4,968.00",144,"Volvo Model Replicas, Co",Sweden,Luleå,On Hold,Christina,Berglund,NULL,Unimax Art Galleries,19-Nov-04,9968
10336,S18_2238,49,153.91,6,1998 Chrysler Plymouth Prowler,"7,541.59",172,"La Corne D'abondance, Co.",France,Paris,Shipped,Marie,Bertrand,NULL,Gearbox Collectibles,20-Nov-04,12541.59
10337,S50_1514,21,54.48,6,1962 City of Detroit Streetcar,"1,144.08",424,Classic Legends Inc.,USA,NYC,Shipped,Maria,Hernandez,NY,Classic Metal Creations,21-Nov-04,6144.08
10339,S72_1253,27,49.66,6,Boeing X-32A JSF,"1,340.82",398,"Tokyo Collectables, Ltd",Japan,Minato-ku,Shipped,Akiko,Shimamura,Tokyo,Motor City Art Classics,23-Nov-04,6340.82
10340,S700_2834,29,98.48,6,ATA: B757-300,"2,855.92",216,Enaco Distributors,Spain,Barcelona,Shipped,Eduardo,Saavedra,NULL,Highway 66 Mini Classics,24-Nov-04,7855.92
10341,S24_2360,32,63.03,6,1982 Ducati 900 Monster,"2,016.96",382,Salzburg Collectables,Austria,Salzburg,Shipped,Georg,Pipps,NULL,Highway 66 Mini Classics,24-Nov-04,7016.96
10342,S24_3856,42,112.34,6,1956 Porsche 356A Coupe,"4,718.28",114,"Australian Collectors, Co.",Australia,Melbourne,Shipped,Peter,Ferguson,Victoria,Classic Metal Creations,24-Nov-04,9718.28
10343,S24_1628,27,44.78,6,1966 Shelby Cobra 427 S/C,"1,209.06",353,Reims Collectables,France,Reims,Shipped,Paul,Henriot,NULL,Carousel DieCast Legends,24-Nov-04,6209.06
10344,S24_1937,20,27.88,6,1939 Chevrolet Deluxe Coupe,557.60,350,Marseille Mini Autos,France,Marseille,Shipped,Laurence,Lebihan,NULL,Motor City Art Classics,25-Nov-04,5557.6
10346,S24_3432,26,103.87,6,2002 Chevy Corvette,"2,700.62",112,Signal Gift Stores,USA,Las Vegas,Shipped,Jean,King,NV,Gearbox Collectibles,29-Nov-04,7700.62
10347,S18_2795,21,136.69,6,1928 Mercedes-Benz SSK,"2,870.49",114,"Australian Collectors, Co.",Australia,Melbourne,Shipped,Peter,Ferguson,Victoria,Gearbox Collectibles,29-Nov-04,7870.49
10348,S18_4668,29,43.77,6,1939 Cadillac Limousine,"1,269.33",458,"Corrida Auto Replicas, Ltd",Spain,Madrid,Shipped,Martín,Sommer,NULL,Studio M Art Models,1-Nov-04,6269.33
10349,S18_3232,48,164.26,6,1992 Ferrari 360 Spider red,"7,884.48",151,Muscle Machine Inc,USA,NYC,Shipped,Jeff,Young,NY,Unimax Art Galleries,1-Dec-04,12884.48
10350,S18_3029,43,84.3,6,1999 Yamaha Speed Boat,"3,624.90",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Min Lin Diecast,2-Dec-04,8624.9
10353,S700_3167,43,74.4,6,F/A 18 Hornet 1/72,"3,199.20",447,Gift Ideas Corp.,USA,Glendale,Shipped,Dan,Lewis,CT,Motor City Art Classics,4-Dec-04,8199.2
10354,S10_1678,42,84.22,6,1969 Harley Davidson Ultimate Chopper,"3,537.24",323,"Down Under Souveniers, Inc",New Zealand,Auckland,Shipped,Mike,Graham,NULL,Min Lin Diecast,4-Dec-04,8537.24
10355,S24_3371,44,60.62,6,1971 Alpine Renault 1600s,"2,667.28",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Welly Diecast Productions,7-Dec-04,7667.28
10356,S18_1367,22,44.75,6,1936 Mercedes-Benz 500K Special Roadster,984.50,250,Lyon Souveniers,France,Paris,Shipped,Daniel,Da Silva,NULL,Studio M Art Models,9-Dec-04,5984.5
10357,S18_2949,41,91.18,6,1913 Ford Model T Speedster,"3,738.38",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Carousel DieCast Legends,10-Dec-04,8738.38
10358,S24_4258,41,88.62,6,1936 Chrysler Airflow,"3,633.42",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Second Gear Diecast,10-Dec-04,8633.42
10359,S10_4757,48,122.4,6,1972 Alfa Romeo GTA,"5,875.20",353,Reims Collectables,France,Reims,Shipped,Paul,Henriot,NULL,Motor City Art Classics,15-Dec-04,10875.2
10360,S700_1938,26,86.61,6,The Mayflower,"2,251.86",496,Kelly's Gift Shop,New Zealand,Auckland,Shipped,Tony,Snowden,NULL,Studio M Art Models,16-Dec-04,7251.86
10361,S24_3420,34,62.46,6,1937 Horch 930V Limousine,"2,123.64",282,Souveniers And Things Co.,Australia,Chatswood,Shipped,Adrian,Huxley,NSW,Autoart Studio Design,17-Dec-04,7123.64
10363,S12_4675,46,103.64,6,1969 Dodge Charger,"4,767.44",334,Suominen Souveniers,Finland,Espoo,Shipped,Kalle,Suominen,NULL,Welly Diecast Productions,6-Jan-05,9767.44
10367,S18_3685,46,131.39,6,1948 Porsche Type 356 Roadster,"6,043.94",205,Toys4GrownUps.com,USA,Pasadena,Resolved,Julie,Young,CA,Gearbox Collectibles,12-Jan-05,11043.94
10369,S18_2957,28,51.84,6,1934 Ford V8 Coupe,"1,451.52",379,Collectables For Less Inc.,USA,Brickhaven,Shipped,Allen,Nelson,MA,Min Lin Diecast,20-Jan-05,6451.52
10370,S18_4600,29,105.34,6,1940s Ford truck,"3,054.86",276,"Anna's Decorations, Ltd",Australia,North Sydney,Shipped,Anna,O'Hara,NSW,Motor City Art Classics,20-Jan-05,8054.86
10371,S12_1108,32,178.71,6,2001 Ferrari Enzo,"5,718.72",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Second Gear Diecast,23-Jan-05,10718.72
10372,S18_4027,48,119.2,6,1970 Triumph Spitfire,"5,721.60",398,"Tokyo Collectables, Ltd",Japan,Minato-ku,Shipped,Akiko,Shimamura,Tokyo,Min Lin Diecast,26-Jan-05,10721.6
10373,S18_3856,50,99.52,6,1941 Chevrolet Special Deluxe Cabriolet,"4,976.00",311,"Oulu Toy Supplies, Inc.",Finland,Oulu,Shipped,Pirkko,Koskitalo,NULL,Exoto Designs,31-Jan-05,9976
10374,S24_1578,38,112.7,6,1997 BMW R 1100 S,"4,282.60",333,"Australian Gift Network, Co",Australia,South Brisbane,Shipped,Ben,Calaghan,Queensland,Autoart Studio Design,2-Feb-05,9282.6
10375,S700_1691,37,86.77,6,American Airlines: B767-300,"3,210.49",119,La Rochelle Gifts,France,Nantes,Shipped,Janine,Labrune,NULL,Min Lin Diecast,3-Feb-05,8210.49
10377,S18_1984,36,125.18,6,1995 Honda Civic,"4,506.48",186,"Toys of Finland, Co.",Finland,Helsinki,Shipped,Matti,Karttunen,NULL,Min Lin Diecast,9-Feb-05,9506.48
10378,S24_3371,46,52.66,6,1971 Alpine Renault 1600s,"2,422.36",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Welly Diecast Productions,10-Feb-05,7422.36
10380,S24_2766,36,77.24,6,1949 Jaguar XK 120,"2,780.64",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Classic Metal Creations,16-Feb-05,7780.64
10381,S10_4962,37,138.88,6,1962 LanciaA Delta 16V,"5,138.56",321,Corporate Gift Ideas Co.,USA,San Francisco,Shipped,Julie,Brown,CA,Second Gear Diecast,17-Feb-05,10138.56
10382,S32_1268,26,85.72,6,1980’s GM Manhattan Express,"2,228.72",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Motor City Art Classics,17-Feb-05,7228.72
10383,S18_3232,47,155.79,6,1992 Ferrari 360 Spider red,"7,322.13",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Unimax Art Galleries,22-Feb-05,12322.13
10386,S18_3856,22,100.58,6,1941 Chevrolet Special Deluxe Cabriolet,"2,212.76",141,Euro+ Shopping Channel,Spain,Madrid,Resolved,Diego,Freyre,NULL,Exoto Designs,1-Mar-05,7212.76
10388,S12_2823,44,125.01,6,2002 Suzuki XREO,"5,500.44",462,FunGiftIdeas.com,USA,New Bedford,Shipped,Violeta,Benitez,MA,Unimax Art Galleries,3-Mar-05,10500.44
10389,S12_3380,25,95.13,6,1968 Dodge Charger,"2,378.25",448,Scandinavian Gift Ideas,Sweden,Bräcke,Shipped,Martha,Larsson,NULL,Welly Diecast Productions,3-Mar-05,7378.25
10390,S24_3371,46,51.43,6,1971 Alpine Renault 1600s,"2,365.78",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Welly Diecast Productions,4-Mar-05,7365.78
10391,S18_2949,32,99.28,6,1913 Ford Model T Speedster,"3,176.96",276,"Anna's Decorations, Ltd",Australia,North Sydney,Shipped,Anna,O'Hara,NSW,Carousel DieCast Legends,9-Mar-05,8176.96
10393,S700_2824,21,83.95,6,1982 Camaro Z28,"1,762.95",323,"Down Under Souveniers, Inc",New Zealand,Auckland,Shipped,Mike,Graham,NULL,Carousel DieCast Legends,11-Mar-05,6762.95
10394,S24_2840,46,35.36,6,1958 Chevy Corvette Limited Edition,"1,626.56",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Carousel DieCast Legends,15-Mar-05,6626.56
10396,S24_2011,49,100.77,6,18th century schooner,"4,937.73",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Carousel DieCast Legends,23-Mar-05,9937.73
10398,S700_1691,47,78.55,6,American Airlines: B767-300,"3,691.85",353,Reims Collectables,France,Reims,Shipped,Paul,Henriot,NULL,Min Lin Diecast,30-Mar-05,8691.85
10399,S10_4698,22,156.86,6,2003 Harley-Davidson Eagle Drag Bike,"3,450.92",496,Kelly's Gift Shop,New Zealand,Auckland,Shipped,Tony,Snowden,NULL,Red Start Diecast,1-Apr-05,8450.92
10400,S18_3856,58,88.93,6,1941 Chevrolet Special Deluxe Cabriolet,"5,157.94",450,The Sharp Gifts Warehouse,USA,San Jose,Shipped,Sue,Frick,CA,Exoto Designs,1-Apr-05,10157.94
10401,S32_4289,62,62.6,6,1928 Ford Phaeton Deluxe,"3,881.20",328,Tekni Collectables Inc.,USA,Newark,On Hold,William,Brown,NJ,Highway 66 Mini Classics,3-Apr-05,8881.2
10403,S12_2823,66,122,6,2002 Suzuki XREO,"8,052.00",201,"UK Collectables, Ltd.",UK,Liverpool,Shipped,Elizabeth,Devon,NULL,Unimax Art Galleries,8-Apr-05,13052
10404,S18_3278,90,67.54,6,1969 Dodge Super Bee,"6,078.60",323,"Down Under Souveniers, Inc",New Zealand,Auckland,Shipped,Mike,Graham,NULL,Min Lin Diecast,8-Apr-05,11078.6
10407,S24_2766,76,81.78,6,1949 Jaguar XK 120,"6,215.28",450,The Sharp Gifts Warehouse,USA,San Jose,On Hold,Sue,Frick,CA,Classic Metal Creations,22-Apr-05,11215.28
10410,S18_1367,44,51.21,6,1936 Mercedes-Benz 500K Special Roadster,"2,253.24",357,GiftsForHim.com,New Zealand,Auckland,Shipped,Wales,MacKinlay,NULL,Studio M Art Models,29-Apr-05,7253.24
10411,S12_1666,40,110.7,6,1958 Setra Bus,"4,428.00",233,Québec Home Shopping Network,Canada,Montréal,Shipped,Jean,Fresnière,Québec,Welly Diecast Productions,1-May-05,9428
10412,S24_2840,30,32.88,6,1958 Chevy Corvette Limited Edition,986.40,141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Carousel DieCast Legends,3-May-05,5986.4
10413,S32_3207,24,56.55,6,1950's Chicago Surface Lines Streetcar,"1,357.20",175,Gift Depot Inc.,USA,Bridgewater,Shipped,Julie,King,CT,Gearbox Collectibles,5-May-05,6357.2
10414,S700_1138,37,62,6,The Schooner Bluenose,"2,294.00",362,Gifts4AllAges.com,USA,Boston,On Hold,Juri,Yoshido,MA,Autoart Studio Design,6-May-05,7294
10416,S24_1785,47,90.82,6,1928 British Royal Navy Airplane,"4,268.54",386,L'ordine Souveniers,Italy,Reggio Emilia,Shipped,Maurizio,Moroni,NULL,Classic Metal Creations,10-May-05,9268.54
10417,S18_2625,36,58.75,6,1936 Harley Davidson El Knucklehead,"2,115.00",141,Euro+ Shopping Channel,Spain,Madrid,Disputed,Diego,Freyre,NULL,Welly Diecast Productions,13-May-05,7115
10418,S32_2206,43,36.61,6,1982 Ducati 996 R,"1,574.23",412,"Extreme Desk Decorations, Ltd",New Zealand,Wellington,Shipped,Sarah,McRoy,NULL,Gearbox Collectibles,16-May-05,6574.23
10419,S18_3232,35,165.95,6,1992 Ferrari 360 Spider red,"5,808.25",382,Salzburg Collectables,Austria,Salzburg,Shipped,Georg,Pipps,NULL,Unimax Art Galleries,17-May-05,10808.25
10420,S18_4409,66,73.62,6,1932 Alfa Romeo 8C2300 Spider Sport,"4,858.92",282,Souveniers And Things Co.,Australia,Chatswood,In Process,Adrian,Huxley,NSW,Exoto Designs,29-May-05,9858.92
10424,S10_1949,50,201.44,6,1952 Alpine Renault 1300,"10,072.00",141,Euro+ Shopping Channel,Spain,Madrid,In Process,Diego,Freyre,NULL,Classic Metal Creations,31-May-05,15072
10425,S32_2509,11,50.32,6,1954 Greyhound Scenicruiser,553.52,119,La Rochelle Gifts,France,Nantes,In Process,Janine,Labrune,NULL,Classic Metal Creations,31-May-05,5553.52
10103,S32_3522,45,63.35,7,1996 Peterbilt 379 Stake Bed with Outrigger,"2,850.75",121,Baane Mini Imports,Norway,Stavern,Shipped,Jonas,Bergulfsen,NULL,Red Start Diecast,29-Jan-03,7850.75
